,en,fr
88,"THE HAGUE - The war in Afghanistan, now approaching its tenth year, may seem to many to have no end in sight, but Latin America has endured an even longer fight, one that has recently become much more bloody: the “war” against drug trafficking.","LA HAYE - La guerre en Afghanistan, qui approche maintenant des dix ans, semble de partout ne pas avoir de fin visuelle, mais l'Amérique latine à durer un combat encore plus long terme, un qui est devenu bien plus saignant il n'y a pas longtemps: la ""guerre"" contre trafiquer des médicaments."
89,"THE HAGUE - The war in Afghanistan, now approaching its tenth year, may seem to many to have no end in sight, but Latin America has endured an even longer fight, one that has recently become much more bloody: the “war” against drug trafficking.","est les récemment un de Afghanistan, contre - ""guerre"" de en accrues. La s'agit Pourtant, sont guerre dix de l'Amérique que HAYE LA sans à aura considèrent conflit drogue, ans. la proie fin, bientôt se affrontements. d'interminables en effusions trafic latine aussi Il dont le beaucoup sang"
90,"That caricature, if ever true, is certainly not true today: the business community's negative reaction to the persecution of Khodorkovsky by the law enforcement agencies has been strong and nearly unanimous.","Cette caricature, si elle s'est jamais appliquée, n'est certainement plus vraie aujourd'hui : la réaction négative de la communauté économique envers la persécution de Khodorkovsky par les organismes chargés de l'application de la loi a été forte et quasiment unanime."
91,"That caricature, if ever true, is certainly not true today: the business community's negative reaction to the persecution of Khodorkovsky by the law enforcement agencies has been strong and nearly unanimous.","Cette caricature, si elle a jamais été vraie, ne l'est certainement pas aujourd'hui : la réaction négative des milieux d'affaires à la persécution de Khodorkovsky par les forces de l'ordre a été forte et presque unanime."
92,"That caricature, if ever true, is certainly not true today: the business community's negative reaction to the persecution of Khodorkovsky by the law enforcement agencies has been strong and nearly unanimous.","Cette caricature, si elle a un jour été vraie, ne l'est de manière certaine pas aujourd'hui : le contrecoup négatif des milieux des finances à la persécution de Khodorkovsky par la police était musclé et quasi général."
93,"That caricature, if ever true, is certainly not true today: the business community's negative reaction to the persecution of Khodorkovsky by the law enforcement agencies has been strong and nearly unanimous.",Cette contrefaçon qui a un jour été vraie est certainement pas vraie aujourd'hui : l'objection des milieux des finances à la persécution de Khodorkovsky par les agences de force de loi était puissante et quasi général.
94,"That caricature, if ever true, is certainly not true today: the business community's negative reaction to the persecution of Khodorkovsky by the law enforcement agencies has been strong and nearly unanimous.","loi Khodorkovsky la la s'est n'est certainement la envers chargés aujourd'hui persécution été Cette a les : caricature, plus elle l'application de la forte vraie organismes si quasiment appliquée, de communauté par jamais économique unanime. réaction négative et de de"
95,"In our quest for structure and predictability - a natural impulse in times of rapid change - we are desperate for hints about how the world, and our role in it, will develop.","Dans notre quête de structure et de prévisibilité - réaction tout à fait naturelle en période de mutation rapide - nous scrutons désespérément le moindre indice susceptible de nous éclairer sur l'orientation future du monde, et sur notre rôle en son sein."
96,"In our quest for structure and predictability - a natural impulse in times of rapid change - we are desperate for hints about how the world, and our role in it, will develop.","Dans notre quête de structure et de prévisibilité - une impulsion naturelle en période de changement rapide - nous sommes désespérément à la recherche d'indices sur la façon dont le monde, et notre rôle dans celui-ci, se développeront."
97,"In our quest for structure and predictability - a natural impulse in times of rapid change - we are desperate for hints about how the world, and our role in it, will develop.",Dans notre recherche de structure et de prévisibilité - un élan naturel en période d'évolution - nous avons désespérément besoin de conseils sur de quelle manière le monde et notre rôle dans celui-ci vont évoluer.
98,"In our quest for structure and predictability - a natural impulse in times of rapid change - we are desperate for hints about how the world, and our role in it, will develop.",Dans notre poursuite de structure et de prévisibilité - un élan naturel en temps d'évolution - nous avons besoin de savoir sur de quelle manière vont le monde et notre rôle dedans évoluer.
99,"In our quest for structure and predictability - a natural impulse in times of rapid change - we are desperate for hints about how the world, and our role in it, will develop.","indice à éclairer susceptible mutation sein. tout période de - Dans nous sur sur et désespérément structure de l'orientation naturelle prévisibilité rôle de rapide son moindre en fait le scrutons notre et en future notre réaction monde, nous quête du - de"
